id,nodeId,timestamp,soilMoisture,temperature,humidity,reservoirLevel,ph,nitrogen,phosphorus,potassium,soilMoisture_class,temperature_class,humidity_class,reservoirLevel_class,nitrogen_class,phosphorus_class,potassium_class
cmnyxjqit0470zhes28xebtrl,cmmx6howt0000bi1zgfsisou2,2024-05-21 02:53:56.688,75.42,23.68,85.66,18.93,7.0,26.1,32.6,70.1,high,optimal,criticalHigh,low,optimal,optimal,high
cmnyxjqit0471zhescg5knceo,cmmx6howt0000bi1zgfsisou2,2024-05-21 03:04:30.396,75.69,23.68,87.51,30.65,7.0,27.4,32.7,66.6,high,optimal,criticalHigh,optimal,high,optimal,optimal
cmnyxjqit0472zheshw33sqlw,cmmx6howt0000bi1zgfsisou2,2024-05-21 03:15:04.104,76.07,23.48,86.74,19.63,7.0,27.1,33.6,66.2,high,optimal,criticalHigh,low,high,optimal,optimal
cmnyxjqit0473zhesjjxsbhdi,cmmx6howt0000bi1zgfsisou2,2024-05-21 03:25:37.812,74.75,23.36,87.95,27.37,7.0,26.1,32.1,67.2,high,optimal,criticalHigh,optimal,optimal,optimal,high
cmnyxjqit0474zhesye1as76d,cmmx6howt0000bi1zgfsisou2,2024-05-21 03:36:11.520,74.26,23.54,87.29,19.31,7.0,25.6,33.0,66.2,high,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjqit0475zhesb7xcsojm,cmmx6howt0000bi1zgfsisou2,2024-05-21 03:46:45.228,73.14,23.39,87.75,21.21,7.0,27.0,33.3,69.3,high,optimal,criticalHigh,low,optimal,optimal,high
cmnyxjqit0476zhesj4jkvs4s,cmmx6howt0000bi1zgfsisou2,2024-05-21 03:57:18.936,71.3,23.38,88.31,47.3,7.0,27.1,31.9,66.1,high,optimal,criticalHigh,optimal,high,optimal,optimal
cmnyxjqit0477zhesjpi6cg9p,cmmx6howt0000bi1zgfsisou2,2024-05-21 04:07:52.644,70.34,23.1,88.4,62.26,7.0,26.7,32.8,67.6,high,optimal,criticalHigh,optimal,optimal,optimal,high
cmnyxjqit0478zhest88k7cr1,cmmx6howt0000bi1zgfsisou2,2024-05-21 04:18:26.352,69.08,23.15,88.13,43.08,7.0,23.9,31.0,64.0,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit0479zhes105lcshs,cmmx6howt0000bi1zgfsisou2,2024-05-21 04:29:00.060,67.26,23.12,87.95,38.86,7.0,23.8,30.9,65.1,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047azhes6tkr285j,cmmx6howt0000bi1zgfsisou2,2024-05-21 04:39:33.768,68.25,22.98,87.68,38.15,7.0,23.6,30.8,64.3,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047bzhesp7s7or5q,cmmx6howt0000bi1zgfsisou2,2024-05-21 04:50:07.476,66.4,23.15,88.73,23.52,7.0,22.7,30.7,63.1,optimal,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjqit047czhesm9sy4uob,cmmx6howt0000bi1zgfsisou2,2024-05-21 05:00:41.184,64.15,23.18,88.88,50.24,7.0,25.2,31.2,64.9,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047dzhesyuvkp8yn,cmmx6howt0000bi1zgfsisou2,2024-05-21 05:11:14.892,63.61,23.13,89.24,35.64,7.0,22.6,32.5,62.2,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047ezhesfbgeyjrm,cmmx6howt0000bi1zgfsisou2,2024-05-21 05:21:48.600,62.91,23.08,88.36,39.23,7.0,22.9,31.1,60.1,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047fzhes78udmt26,cmmx6howt0000bi1zgfsisou2,2024-05-21 05:32:22.308,62.9,22.84,87.94,23.42,7.0,21.9,31.1,64.5,optimal,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjqit047gzhes0szcmhbn,cmmx6howt0000bi1zgfsisou2,2024-05-21 05:42:56.016,62.76,22.83,89.44,34.25,7.0,22.9,30.9,62.1,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047hzhesz6gqsdvn,cmmx6howt0000bi1zgfsisou2,2024-05-21 05:53:29.724,61.71,23.08,88.06,37.89,7.0,20.9,30.1,58.9,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047izheszdsqzc5q,cmmx6howt0000bi1zgfsisou2,2024-05-21 06:04:03.432,61.19,22.87,88.27,44.62,7.0,22.3,30.2,57.9,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047jzhesmfqk4li9,cmmx6howt0000bi1zgfsisou2,2024-05-21 06:14:37.140,60.23,22.84,89.5,55.73,7.0,22.1,29.3,58.5,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047kzhesxcf3xb8z,cmmx6howt0000bi1zgfsisou2,2024-05-21 06:25:10.848,57.53,22.93,87.98,33.61,7.0,19.9,31.7,59.6,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047lzhesede2ryr4,cmmx6howt0000bi1zgfsisou2,2024-05-21 06:35:44.556,58.15,22.88,88.63,47.16,7.0,21.2,30.4,57.9,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047mzhesef5p29gk,cmmx6howt0000bi1zgfsisou2,2024-05-21 06:46:18.264,55.09,23.04,88.96,69.04,7.0,20.9,28.5,56.6,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047nzhes34uy6e8y,cmmx6howt0000bi1zgfsisou2,2024-05-21 06:56:51.972,55.84,23.13,88.42,34.05,7.0,19.7,28.2,59.4,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047ozhesjlb1mts8,cmmx6howt0000bi1zgfsisou2,2024-05-21 07:07:25.680,54.13,22.93,88.53,60.32,7.0,18.7,30.6,54.5,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047pzhes3obzl6vp,cmmx6howt0000bi1zgfsisou2,2024-05-21 07:17:59.388,52.23,22.96,87.54,29.52,7.0,18.3,29.1,57.6,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047qzhesr6ww5s7x,cmmx6howt0000bi1zgfsisou2,2024-05-21 07:28:33.096,52.24,23.28,88.51,45.3,7.0,18.4,26.8,58.5,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047rzhesrcpbt9qs,cmmx6howt0000bi1zgfsisou2,2024-05-21 07:39:06.804,50.43,23.29,88.96,59.53,7.0,20.5,30.2,56.5,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047szheskffbn5t0,cmmx6howt0000bi1zgfsisou2,2024-05-21 07:49:40.512,51.17,23.21,87.03,28.02,7.0,19.7,29.0,57.2,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047tzhese7mqta42,cmmx6howt0000bi1zgfsisou2,2024-05-21 08:00:14.220,48.74,23.39,87.05,49.74,7.0,19.0,28.0,54.8,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047uzhese5wg9vyz,cmmx6howt0000bi1zgfsisou2,2024-05-21 08:10:47.928,50.29,23.25,88.19,19.75,7.0,18.6,26.9,55.6,optimal,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjqit047vzhesf44yr6hd,cmmx6howt0000bi1zgfsisou2,2024-05-21 08:21:21.636,48.59,23.39,87.07,45.59,7.0,18.1,26.9,52.8,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047wzhesa1g990l0,cmmx6howt0000bi1zgfsisou2,2024-05-21 08:31:55.344,47.22,23.57,86.53,66.24,7.0,16.6,26.7,56.0,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit047xzheswso3x5ca,cmmx6howt0000bi1zgfsisou2,2024-05-21 08:42:29.052,44.81,23.58,87.99,22.12,7.0,17.5,26.7,53.6,optimal,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjqit047yzhestyuf7aeo,cmmx6howt0000bi1zgfsisou2,2024-05-21 08:53:02.760,43.73,23.7,87.67,22.82,7.0,17.3,26.1,49.9,optimal,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjqit047zzhes3ccq6mkq,cmmx6howt0000bi1zgfsisou2,2024-05-21 09:03:36.468,44.24,23.57,86.14,16.83,7.0,18.3,27.6,54.6,optimal,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjqit0480zhesve99vff7,cmmx6howt0000bi1zgfsisou2,2024-05-21 09:14:10.176,41.91,23.81,85.36,65.73,7.0,16.1,28.3,52.1,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit0481zhescypxw6qp,cmmx6howt0000bi1zgfsisou2,2024-05-21 09:24:43.884,41.57,23.88,86.19,56.91,7.0,16.8,24.8,49.3,optimal,optimal,criticalHigh,optimal,optimal,optimal,optimal
cmnyxjqit0482zhesn27whtda,cmmx6howt0000bi1zgfsisou2,2024-05-21 09:35:17.592,41.99,24.03,85.04,18.22,7.0,16.8,26.3,53.7,optimal,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjqit0483zhesbty6liaf,cmmx6howt0000bi1zgfsisou2,2024-05-21 09:45:51.300,39.28,23.95,86.21,18.45,7.0,17.2,26.1,50.8,low,optimal,criticalHigh,low,optimal,optimal,optimal
cmnyxjqit0484zhes614xro32,cmmx6howt0000bi1zgfsisou2,2024-05-21 09:56:25.008,38.13,24.19,84.71,16.47,7.0,16.0,26.9,52.6,low,optimal,high,low,optimal,optimal,optimal
cmnyxjqit0485zhesy2cpnph2,cmmx6howt0000bi1zgfsisou2,2024-05-21 10:06:58.716,37.75,24.21,84.78,23.68,7.0,15.2,24.2,48.3,low,optimal,high,low,optimal,optimal,optimal
cmnyxjqit0486zhesmeuhhetb,cmmx6howt0000bi1zgfsisou2,2024-05-21 10:17:32.424,37.15,24.31,84.91,32.45,7.0,16.5,25.6,51.8,low,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqit0487zhesx7pq1as9,cmmx6howt0000bi1zgfsisou2,2024-05-21 10:28:06.132,37.16,24.43,84.67,41.44,7.0,14.6,24.1,52.0,low,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqit0488zhesoflmiwk9,cmmx6howt0000bi1zgfsisou2,2024-05-21 10:38:39.840,36.29,24.51,84.22,43.84,7.0,15.1,26.8,51.0,low,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqit0489zhesl7rwh6s4,cmmx6howt0000bi1zgfsisou2,2024-05-21 10:49:13.548,36.03,24.56,83.76,15.44,7.0,16.2,25.0,46.7,low,optimal,high,low,optimal,optimal,optimal
cmnyxjqit048azhes4fy3r613,cmmx6howt0000bi1zgfsisou2,2024-05-21 10:59:47.256,37.01,24.78,83.21,22.48,7.0,15.8,24.3,47.8,low,optimal,high,low,optimal,optimal,optimal
cmnyxjqit048bzheslii02kau,cmmx6howt0000bi1zgfsisou2,2024-05-21 11:10:20.964,40.68,24.79,83.58,30.5,7.0,15.1,27.4,50.9,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqit048czhes0jlnt7bj,cmmx6howt0000bi1zgfsisou2,2024-05-21 11:20:54.672,42.69,24.92,82.16,41.28,7.0,15.6,27.3,45.9,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqiu048dzhesn4a9qvsv,cmmx6howt0000bi1zgfsisou2,2024-05-21 11:31:28.380,45.05,25.15,82.73,20.1,7.0,13.5,26.8,46.8,optimal,optimal,high,low,low,optimal,optimal
cmnyxjqiu048ezhesd82kovh8,cmmx6howt0000bi1zgfsisou2,2024-05-21 11:42:02.088,48.19,25.25,80.78,26.66,7.0,13.5,26.8,49.2,optimal,optimal,high,optimal,low,optimal,optimal
cmnyxjqiu048fzhesz2bmj08h,cmmx6howt0000bi1zgfsisou2,2024-05-21 11:52:35.796,52.59,25.34,81.42,14.74,7.0,15.6,26.0,49.8,optimal,optimal,high,low,optimal,optimal,optimal
cmnyxjqiu048gzheslxxe13h4,cmmx6howt0000bi1zgfsisou2,2024-05-21 12:03:09.504,54.25,25.42,79.99,58.32,7.0,16.2,27.6,47.0,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqiu048hzhes9m80ajfp,cmmx6howt0000bi1zgfsisou2,2024-05-21 12:13:43.212,58.76,25.59,80.21,30.97,7.0,15.7,27.3,49.0,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqiu048izhessmc0sw8u,cmmx6howt0000bi1zgfsisou2,2024-05-21 12:24:16.920,61.89,25.83,80.89,62.83,7.0,13.6,26.8,48.1,optimal,optimal,high,optimal,low,optimal,optimal
cmnyxjqiu048jzhesh7k9r84r,cmmx6howt0000bi1zgfsisou2,2024-05-21 12:34:50.628,63.86,25.81,79.99,16.68,7.0,13.8,26.1,51.0,optimal,optimal,high,low,low,optimal,optimal
cmnyxjqiu048kzhes3yuw0y7y,cmmx6howt0000bi1zgfsisou2,2024-05-21 12:45:24.336,65.12,25.95,79.87,41.49,7.0,16.0,26.1,51.5,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqiu048lzhes05oa98w0,cmmx6howt0000bi1zgfsisou2,2024-05-21 12:55:58.044,68.42,25.93,78.86,33.78,7.0,15.7,25.0,47.0,optimal,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqiu048mzhes4vc3yig7,cmmx6howt0000bi1zgfsisou2,2024-05-21 13:06:31.752,71.66,26.2,79.16,18.81,7.0,14.3,27.4,50.1,high,optimal,high,low,optimal,optimal,optimal
cmnyxjqiu048nzhesrdqjzzxm,cmmx6howt0000bi1zgfsisou2,2024-05-21 13:17:05.460,73.04,26.41,78.93,45.97,7.0,16.2,27.0,49.1,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqiu048ozhesx5amsiyy,cmmx6howt0000bi1zgfsisou2,2024-05-21 13:27:39.168,76.84,26.4,78.81,49.09,7.0,14.5,25.7,52.2,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqiu048pzheslx1jn9jx,cmmx6howt0000bi1zgfsisou2,2024-05-21 13:38:12.876,80.84,26.35,78.35,43.01,7.0,15.7,25.3,49.4,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqiu048qzhes1ewvil6h,cmmx6howt0000bi1zgfsisou2,2024-05-21 13:48:46.584,83.27,26.7,76.59,31.09,7.0,16.8,25.1,49.0,high,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqiu048rzhesxiehre6w,cmmx6howt0000bi1zgfsisou2,2024-05-21 13:59:20.292,86.79,26.62,76.36,22.86,7.0,15.9,27.9,52.7,criticalHigh,optimal,high,low,optimal,optimal,optimal
cmnyxjqkq048szhes3d9g9a4o,cmmx6howt0000bi1zgfsisou2,2024-05-21 14:09:54.000,89.18,26.69,76.0,26.28,7.0,16.1,26.2,50.5,criticalHigh,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqkq048tzhes8eup2qr1,cmmx6howt0000bi1zgfsisou2,2024-05-21 14:20:27.708,92.09,26.9,77.1,40.7,7.0,17.0,26.3,53.5,criticalHigh,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqkq048uzhes93s7tjj7,cmmx6howt0000bi1zgfsisou2,2024-05-21 14:31:01.416,90.22,26.92,75.55,36.43,7.0,15.4,24.6,52.1,criticalHigh,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqkq048vzhesf42vl8nd,cmmx6howt0000bi1zgfsisou2,2024-05-21 14:41:35.124,90.15,26.94,75.26,33.44,7.0,16.2,27.5,51.4,criticalHigh,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqkq048wzhes0dlgeihp,cmmx6howt0000bi1zgfsisou2,2024-05-21 14:52:08.832,88.31,27.28,75.64,71.66,7.0,16.7,27.9,53.7,criticalHigh,optimal,high,optimal,optimal,optimal,optimal
cmnyxjqkq048xzhesjfvd3vk6,cmmx6howt0000bi1zgfsisou2,2024-05-21 15:02:42.540,87.24,27.16,75.39,24.04,7.0,17.9,28.6,50.0,criticalHigh,optimal,high,low,optimal,optimal,optimal
cmnyxjqkq048yzhesixox15s6,cmmx6howt0000bi1zgfsisou2,2024-05-21 15:13:16.248,88.17,27.31,74.28,14.21,7.0,18.3,26.2,53.5,criticalHigh,optimal,optimal,low,optimal,optimal,optimal
cmnyxjqkq048zzhesvpt9chfl,cmmx6howt0000bi1zgfsisou2,2024-05-21 15:23:49.956,87.29,27.27,74.4,25.34,7.0,17.8,27.4,52.5,criticalHigh,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq0490zhes55o6ip96,cmmx6howt0000bi1zgfsisou2,2024-05-21 15:34:23.664,84.43,27.47,74.12,40.5,7.0,18.9,27.7,51.9,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq0491zhesqcd85w3h,cmmx6howt0000bi1zgfsisou2,2024-05-21 15:44:57.372,83.45,27.42,74.11,69.53,7.0,18.2,26.8,56.3,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq0492zhes59hpgr3p,cmmx6howt0000bi1zgfsisou2,2024-05-21 15:55:31.080,84.89,27.71,74.91,64.45,7.0,19.9,25.9,54.4,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq0493zhes67o9cb0h,cmmx6howt0000bi1zgfsisou2,2024-05-21 16:06:04.788,83.84,27.68,74.61,16.83,7.0,20.0,28.0,53.7,high,optimal,optimal,low,optimal,optimal,optimal
cmnyxjqkq0494zhesv7d8u3em,cmmx6howt0000bi1zgfsisou2,2024-05-21 16:16:38.496,81.64,27.58,73.63,35.09,7.0,19.1,29.7,55.6,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq0495zhesdqrk71u7,cmmx6howt0000bi1zgfsisou2,2024-05-21 16:27:12.204,80.25,27.79,72.94,79.04,7.0,20.7,27.6,53.8,high,optimal,optimal,high,optimal,optimal,optimal
cmnyxjqkq0496zhesm5vmtkgy,cmmx6howt0000bi1zgfsisou2,2024-05-21 16:37:45.912,78.74,27.9,73.69,39.5,7.0,19.7,29.5,57.7,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq0497zhese5up2gnd,cmmx6howt0000bi1zgfsisou2,2024-05-21 16:48:19.620,78.63,27.72,73.03,61.0,7.0,18.7,27.1,54.7,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq0498zhes0lxwhlgs,cmmx6howt0000bi1zgfsisou2,2024-05-21 16:58:53.328,78.38,27.94,73.33,27.56,7.0,18.9,29.5,55.3,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq0499zhesjc5p4w3k,cmmx6howt0000bi1zgfsisou2,2024-05-21 17:09:27.036,78.12,28.03,72.65,26.12,7.0,21.2,29.9,60.0,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049azhesuissc9k2,cmmx6howt0000bi1zgfsisou2,2024-05-21 17:20:00.744,75.25,27.79,73.8,72.69,7.0,20.8,30.3,60.7,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049bzhesiojsa4s9,cmmx6howt0000bi1zgfsisou2,2024-05-21 17:30:34.452,75.69,28.04,72.59,19.0,7.0,20.5,29.9,58.2,high,optimal,optimal,low,optimal,optimal,optimal
cmnyxjqkq049czheshscun7x6,cmmx6howt0000bi1zgfsisou2,2024-05-21 17:41:08.160,76.04,28.01,72.5,59.67,7.0,22.3,30.1,62.2,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049dzhesp4jqvo3v,cmmx6howt0000bi1zgfsisou2,2024-05-21 17:51:41.868,73.73,28.06,72.93,30.75,7.0,20.6,31.6,58.3,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049ezhes1lr0y4fw,cmmx6howt0000bi1zgfsisou2,2024-05-21 18:02:15.576,74.0,27.82,73.81,33.82,7.0,22.3,31.4,60.4,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049fzhes5tuhqpp8,cmmx6howt0000bi1zgfsisou2,2024-05-21 18:12:49.284,71.15,28.1,73.59,28.76,7.0,23.2,32.4,62.9,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049gzhesfeedsopc,cmmx6howt0000bi1zgfsisou2,2024-05-21 18:23:22.992,72.38,28.01,72.82,44.03,7.0,21.6,30.6,62.6,high,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049hzheshcdrhzjt,cmmx6howt0000bi1zgfsisou2,2024-05-21 18:33:56.700,68.87,27.96,73.4,53.78,7.0,24.6,30.6,60.8,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049izhesmlt3jgtd,cmmx6howt0000bi1zgfsisou2,2024-05-21 18:44:30.408,69.6,27.76,74.04,38.39,7.0,25.0,32.5,64.6,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049jzhes53r8lpy9,cmmx6howt0000bi1zgfsisou2,2024-05-21 18:55:04.116,67.91,28.01,73.81,83.71,7.0,22.9,31.8,65.7,optimal,optimal,optimal,high,optimal,optimal,optimal
cmnyxjqkq049kzhesyldeo0oh,cmmx6howt0000bi1zgfsisou2,2024-05-21 19:05:37.824,67.19,27.85,72.28,25.68,7.0,25.6,31.5,62.7,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049lzhesv8xonj0g,cmmx6howt0000bi1zgfsisou2,2024-05-21 19:16:11.532,67.62,27.74,73.56,49.05,7.0,24.5,30.3,65.3,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049mzhes43dvrk4m,cmmx6howt0000bi1zgfsisou2,2024-05-21 19:26:45.240,66.55,27.64,74.1,60.69,7.0,23.9,33.7,64.0,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049nzhes53vja23s,cmmx6howt0000bi1zgfsisou2,2024-05-21 19:37:18.948,65.27,27.83,73.49,46.18,7.0,24.9,30.7,66.1,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049ozhesb1hdsvls,cmmx6howt0000bi1zgfsisou2,2024-05-21 19:47:52.656,63.52,27.78,73.82,69.98,7.0,25.8,31.2,66.9,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049pzheskdusfl85,cmmx6howt0000bi1zgfsisou2,2024-05-21 19:58:26.364,63.12,27.67,73.59,21.69,7.0,24.9,33.1,65.2,optimal,optimal,optimal,low,optimal,optimal,optimal
cmnyxjqkq049qzhes9o1pbzht,cmmx6howt0000bi1zgfsisou2,2024-05-21 20:09:00.072,61.56,27.71,73.47,39.43,7.0,26.2,34.3,67.4,optimal,optimal,optimal,optimal,optimal,high,high
cmnyxjqkq049rzhesj4046f5w,cmmx6howt0000bi1zgfsisou2,2024-05-21 20:19:33.780,60.98,27.44,73.7,38.56,7.0,25.4,32.6,66.8,optimal,optimal,optimal,optimal,optimal,optimal,optimal
cmnyxjqkq049szhessiuz7v9o,cmmx6howt0000bi1zgfsisou2,2024-05-21 20:30:07.488,60.12,27.57,75.35,34.18,7.0,26.0,33.6,70.9,optimal,optimal,high,optimal,optimal,optimal,high
cmnyxjqkq049tzhesh7emw4sz,cmmx6howt0000bi1zgfsisou2,2024-05-21 20:40:41.196,58.82,27.51,75.74,65.79,7.0,25.5,34.7,69.5,optimal,optimal,high,optimal,optimal,high,high
cmnyxjqkq049uzhes96fp5esl,cmmx6howt0000bi1zgfsisou2,2024-05-21 20:51:14.904,56.7,27.19,76.0,17.89,7.0,26.9,34.0,67.5,optimal,optimal,high,low,optimal,optimal,high
cmnyxjqkq049vzhes5c9ditt9,cmmx6howt0000bi1zgfsisou2,2024-05-21 21:01:48.612,57.08,27.31,75.99,49.49,7.0,27.3,33.3,71.0,optimal,optimal,high,optimal,high,optimal,high
cmnyxjqkq049wzheshqsuqzrx,cmmx6howt0000bi1zgfsisou2,2024-05-21 21:12:22.320,57.41,27.21,75.76,19.33,7.0,27.9,33.7,70.4,optimal,optimal,high,low,high,optimal,high
cmnyxjqkq049xzhescuioh1t7,cmmx6howt0000bi1zgfsisou2,2024-05-21 21:22:56.028,56.44,27.11,76.35,27.67,7.0,27.2,33.1,67.6,optimal,optimal,high,optimal,high,optimal,high
cmnyxjqkq049yzhesj5uzuwkt,cmmx6howt0000bi1zgfsisou2,2024-05-21 21:33:29.736,54.38,26.79,75.63,28.98,7.0,26.7,34.4,67.9,optimal,optimal,high,optimal,optimal,high,high
cmnyxjqkq049zzhesey7m1imc,cmmx6howt0000bi1zgfsisou2,2024-05-21 21:44:03.444,53.02,26.71,76.98,58.13,7.0,27.6,32.5,73.6,optimal,optimal,high,optimal,high,optimal,high
cmnyxjqkq04a0zhesyrzd1ac8,cmmx6howt0000bi1zgfsisou2,2024-05-21 21:54:37.152,53.19,26.72,76.14,56.56,7.0,27.3,36.5,70.3,optimal,optimal,high,optimal,high,high,high
cmnyxjqkq04a1zhes7cztvnd2,cmmx6howt0000bi1zgfsisou2,2024-05-21 22:05:10.860,52.54,26.52,76.72,39.69,7.0,28.2,35.1,68.5,optimal,optimal,high,optimal,high,high,high
cmnyxjqkq04a2zhes0nqcstkb,cmmx6howt0000bi1zgfsisou2,2024-05-21 22:15:44.568,50.53,26.62,76.96,57.54,7.0,29.7,34.9,73.8,optimal,optimal,high,optimal,high,high,high
cmnyxjqkq04a3zhesfopzz7k4,cmmx6howt0000bi1zgfsisou2,2024-05-21 22:26:18.276,48.24,26.59,77.05,22.6,7.0,28.5,34.0,71.9,optimal,optimal,high,low,high,optimal,high
cmnyxjqkq04a4zhesos15k0uf,cmmx6howt0000bi1zgfsisou2,2024-05-21 22:36:51.984,49.21,26.38,78.2,13.28,7.0,27.9,36.0,72.7,optimal,optimal,high,low,high,high,high
cmnyxjqkq04a5zhesi6nzmidb,cmmx6howt0000bi1zgfsisou2,2024-05-21 22:47:25.692,46.33,26.14,77.66,46.32,7.0,28.9,34.0,70.0,optimal,optimal,high,optimal,high,optimal,high
cmnyxjqkq04a6zhes6bbawk8m,cmmx6howt0000bi1zgfsisou2,2024-05-21 22:57:59.400,45.7,26.1,77.82,16.9,7.0,29.3,33.8,72.5,optimal,optimal,high,low,high,optimal,high
cmnyxjqkq04a7zhes3jx1vszv,cmmx6howt0000bi1zgfsisou2,2024-05-21 23:08:33.108,45.48,26.09,79.41,22.28,7.0,28.5,35.7,70.8,optimal,optimal,high,low,high,high,high
cmnyxjqkq04a8zhes8vpqi8sh,cmmx6howt0000bi1zgfsisou2,2024-05-21 23:19:06.816,45.52,25.87,78.55,36.11,7.0,30.1,37.0,71.3,optimal,optimal,high,optimal,high,high,high
cmnyxjqkq04a9zhes79f9fg10,cmmx6howt0000bi1zgfsisou2,2024-05-21 23:29:40.524,44.26,25.76,80.82,21.58,7.0,30.4,34.0,71.9,optimal,optimal,high,low,high,optimal,high
cmnyxjqkq04aazhesdbhgerjf,cmmx6howt0000bi1zgfsisou2,2024-05-21 23:40:14.232,42.23,25.64,80.67,32.4,7.0,28.8,34.0,71.8,optimal,optimal,high,optimal,high,optimal,high
cmnyxjqkq04abzhes3yzxzyqe,cmmx6howt0000bi1zgfsisou2,2024-05-21 23:50:47.940,41.26,25.53,80.34,22.05,7.0,28.8,36.1,71.6,optimal,optimal,high,low,high,high,high
cmnyxjqkq04aczhes2f7euoss,cmmx6howt0000bi1zgfsisou2,2024-05-22 00:01:21.648,42.0,25.49,81.45,35.99,7.0,29.3,33.8,72.2,optimal,optimal,high,optimal,high,optimal,high
