timestamp,nodeId,soilMoisture,soilMoisture_class,reservoirLevel,reservoirLevel_class,decision
2024-12-05 13:12:52.920,cmmx6howt0000bi1zgfsisou2,56.92,optimal,19.02,low,PUMP_OFF
2024-12-05 13:23:26.628,cmmx6howt0000bi1zgfsisou2,55.86,optimal,80.31,high,PUMP_OFF
2024-12-05 13:34:00.336,cmmx6howt0000bi1zgfsisou2,54.51,optimal,24.61,low,PUMP_OFF
2024-12-05 13:44:34.044,cmmx6howt0000bi1zgfsisou2,54.62,optimal,62.88,optimal,PUMP_OFF
2024-12-05 13:55:07.752,cmmx6howt0000bi1zgfsisou2,54.0,optimal,38.23,optimal,PUMP_OFF
2024-12-05 14:05:41.460,cmmx6howt0000bi1zgfsisou2,53.47,optimal,61.59,optimal,PUMP_OFF
2024-12-05 14:16:15.168,cmmx6howt0000bi1zgfsisou2,51.89,optimal,77.83,high,PUMP_OFF
2024-12-05 14:26:48.876,cmmx6howt0000bi1zgfsisou2,52.44,optimal,52.7,optimal,PUMP_OFF
2024-12-05 14:37:22.584,cmmx6howt0000bi1zgfsisou2,52.7,optimal,57.5,optimal,PUMP_OFF
2024-12-05 14:47:56.292,cmmx6howt0000bi1zgfsisou2,51.86,optimal,81.75,high,PUMP_OFF
2024-12-05 14:58:30.000,cmmx6howt0000bi1zgfsisou2,50.27,optimal,16.05,low,PUMP_OFF
2024-12-05 15:09:03.708,cmmx6howt0000bi1zgfsisou2,50.88,optimal,52.52,optimal,PUMP_OFF
2024-12-05 15:19:37.416,cmmx6howt0000bi1zgfsisou2,49.82,optimal,54.37,optimal,PUMP_OFF
2024-12-05 15:30:11.124,cmmx6howt0000bi1zgfsisou2,49.92,optimal,28.11,optimal,PUMP_OFF
2024-12-05 15:40:44.832,cmmx6howt0000bi1zgfsisou2,48.82,optimal,38.83,optimal,PUMP_OFF
2024-12-05 15:51:18.540,cmmx6howt0000bi1zgfsisou2,49.51,optimal,45.23,optimal,PUMP_OFF
2024-12-05 16:01:52.248,cmmx6howt0000bi1zgfsisou2,47.34,optimal,73.14,optimal,PUMP_OFF
2024-12-05 16:12:25.956,cmmx6howt0000bi1zgfsisou2,47.93,optimal,34.93,optimal,PUMP_OFF
2024-12-05 16:22:59.664,cmmx6howt0000bi1zgfsisou2,46.76,optimal,34.98,optimal,PUMP_OFF
2024-12-05 16:33:33.372,cmmx6howt0000bi1zgfsisou2,45.44,optimal,14.83,low,PUMP_OFF
2024-12-05 16:44:07.080,cmmx6howt0000bi1zgfsisou2,45.7,optimal,50.64,optimal,PUMP_OFF
2024-12-05 16:54:40.788,cmmx6howt0000bi1zgfsisou2,44.03,optimal,56.51,optimal,PUMP_OFF
2024-12-05 17:05:14.496,cmmx6howt0000bi1zgfsisou2,43.21,optimal,21.99,low,PUMP_OFF
2024-12-05 17:15:48.204,cmmx6howt0000bi1zgfsisou2,42.63,optimal,34.98,optimal,PUMP_OFF
2024-12-05 17:26:21.912,cmmx6howt0000bi1zgfsisou2,44.21,optimal,80.54,high,PUMP_OFF
2024-12-05 17:36:55.620,cmmx6howt0000bi1zgfsisou2,42.88,optimal,62.55,optimal,PUMP_OFF
2024-12-05 17:47:29.328,cmmx6howt0000bi1zgfsisou2,40.8,optimal,70.18,optimal,PUMP_OFF
2024-12-05 17:58:03.036,cmmx6howt0000bi1zgfsisou2,41.84,optimal,20.55,low,PUMP_OFF
2024-12-05 18:08:36.744,cmmx6howt0000bi1zgfsisou2,42.45,optimal,22.54,low,PUMP_OFF
2024-12-05 18:19:10.452,cmmx6howt0000bi1zgfsisou2,41.53,optimal,34.67,optimal,PUMP_OFF
2024-12-05 18:29:44.160,cmmx6howt0000bi1zgfsisou2,41.6,optimal,21.13,low,PUMP_OFF
2024-12-05 18:40:17.868,cmmx6howt0000bi1zgfsisou2,41.13,optimal,73.74,optimal,PUMP_OFF
2024-12-05 18:50:51.576,cmmx6howt0000bi1zgfsisou2,38.11,low,41.55,optimal,PUMP_ON_LOW
2024-12-05 19:01:25.284,cmmx6howt0000bi1zgfsisou2,38.29,low,33.73,optimal,PUMP_ON_LOW
2024-12-05 19:11:58.992,cmmx6howt0000bi1zgfsisou2,37.35,low,39.13,optimal,PUMP_ON_LOW
2024-12-05 19:22:32.700,cmmx6howt0000bi1zgfsisou2,36.74,low,24.38,low,MONITOR
2024-12-05 19:33:06.408,cmmx6howt0000bi1zgfsisou2,36.02,low,53.84,optimal,PUMP_ON_LOW
2024-12-05 19:43:40.116,cmmx6howt0000bi1zgfsisou2,37.77,low,42.96,optimal,PUMP_ON_LOW
2024-12-05 19:54:13.824,cmmx6howt0000bi1zgfsisou2,35.07,low,81.93,high,PUMP_ON_LOW
2024-12-05 20:04:47.532,cmmx6howt0000bi1zgfsisou2,36.18,low,31.32,optimal,PUMP_ON_LOW
2024-12-05 20:15:21.240,cmmx6howt0000bi1zgfsisou2,36.29,low,59.96,optimal,PUMP_ON_LOW
2024-12-05 20:25:54.948,cmmx6howt0000bi1zgfsisou2,34.13,low,75.66,high,PUMP_ON_LOW
2024-12-05 20:36:28.656,cmmx6howt0000bi1zgfsisou2,34.05,low,50.67,optimal,PUMP_ON_LOW
2024-12-05 20:47:02.364,cmmx6howt0000bi1zgfsisou2,32.72,low,24.94,low,MONITOR
2024-12-05 20:57:36.072,cmmx6howt0000bi1zgfsisou2,31.78,low,37.29,optimal,PUMP_ON_LOW
2024-12-05 21:08:09.780,cmmx6howt0000bi1zgfsisou2,33.65,low,30.99,optimal,PUMP_ON_LOW
2024-12-05 21:18:43.488,cmmx6howt0000bi1zgfsisou2,32.92,low,26.92,optimal,PUMP_ON_LOW
2024-12-05 21:29:17.196,cmmx6howt0000bi1zgfsisou2,30.63,low,74.0,optimal,PUMP_ON_LOW
2024-12-05 21:39:50.904,cmmx6howt0000bi1zgfsisou2,29.79,low,24.63,low,MONITOR
2024-12-05 21:50:24.612,cmmx6howt0000bi1zgfsisou2,31.35,low,67.81,optimal,PUMP_ON_LOW
2024-12-05 22:00:58.320,cmmx6howt0000bi1zgfsisou2,30.44,low,40.19,optimal,PUMP_ON_LOW
2024-12-05 22:11:32.028,cmmx6howt0000bi1zgfsisou2,30.51,low,22.3,low,MONITOR
2024-12-05 22:22:05.736,cmmx6howt0000bi1zgfsisou2,27.36,low,68.85,optimal,PUMP_ON_LOW
2024-12-05 22:32:39.444,cmmx6howt0000bi1zgfsisou2,26.67,low,51.06,optimal,PUMP_ON_LOW
2024-12-05 22:43:13.152,cmmx6howt0000bi1zgfsisou2,28.25,low,68.18,optimal,PUMP_ON_LOW
2024-12-05 22:53:46.860,cmmx6howt0000bi1zgfsisou2,25.96,low,29.02,optimal,PUMP_ON_LOW
2024-12-05 23:04:20.568,cmmx6howt0000bi1zgfsisou2,25.76,low,41.64,optimal,PUMP_ON_LOW
2024-12-05 23:14:54.276,cmmx6howt0000bi1zgfsisou2,26.67,low,23.96,low,MONITOR
2024-12-05 23:25:27.984,cmmx6howt0000bi1zgfsisou2,25.7,low,32.51,optimal,PUMP_ON_LOW
2024-12-05 23:36:01.692,cmmx6howt0000bi1zgfsisou2,25.12,low,21.52,low,MONITOR
2024-12-05 23:46:35.400,cmmx6howt0000bi1zgfsisou2,22.84,low,17.61,low,MONITOR
2024-12-05 23:57:09.108,cmmx6howt0000bi1zgfsisou2,22.96,low,37.4,optimal,PUMP_ON_LOW
2024-12-06 00:07:42.816,cmmx6howt0000bi1zgfsisou2,22.87,low,38.99,optimal,PUMP_ON_LOW
2024-12-06 00:18:16.524,cmmx6howt0000bi1zgfsisou2,23.34,low,47.28,optimal,PUMP_ON_LOW
2024-12-06 00:28:50.232,cmmx6howt0000bi1zgfsisou2,21.06,low,56.22,optimal,PUMP_ON_LOW
2024-12-06 00:39:23.940,cmmx6howt0000bi1zgfsisou2,22.86,low,35.05,optimal,PUMP_ON_LOW
2024-12-06 00:49:57.648,cmmx6howt0000bi1zgfsisou2,22.06,low,19.69,low,MONITOR
2024-12-06 01:00:31.356,cmmx6howt0000bi1zgfsisou2,20.56,low,35.2,optimal,PUMP_ON_LOW
2024-12-06 01:11:05.064,cmmx6howt0000bi1zgfsisou2,21.13,low,53.77,optimal,PUMP_ON_LOW
2024-12-06 01:21:38.772,cmmx6howt0000bi1zgfsisou2,22.77,low,50.11,optimal,PUMP_ON_LOW
2024-12-06 01:32:12.480,cmmx6howt0000bi1zgfsisou2,24.28,low,41.28,optimal,PUMP_ON_LOW
2024-12-06 01:42:46.188,cmmx6howt0000bi1zgfsisou2,24.43,low,20.69,low,MONITOR
2024-12-06 01:53:19.896,cmmx6howt0000bi1zgfsisou2,27.7,low,25.17,optimal,PUMP_ON_LOW
2024-12-06 02:03:53.604,cmmx6howt0000bi1zgfsisou2,29.07,low,64.84,optimal,PUMP_ON_LOW
2024-12-06 02:14:27.312,cmmx6howt0000bi1zgfsisou2,29.22,low,44.0,optimal,PUMP_ON_LOW
2024-12-06 02:25:01.020,cmmx6howt0000bi1zgfsisou2,29.62,low,44.17,optimal,PUMP_ON_LOW
2024-12-06 02:35:34.728,cmmx6howt0000bi1zgfsisou2,33.54,low,42.56,optimal,PUMP_ON_LOW
2024-12-06 02:46:08.436,cmmx6howt0000bi1zgfsisou2,33.45,low,62.63,optimal,PUMP_ON_LOW
2024-12-06 02:56:42.144,cmmx6howt0000bi1zgfsisou2,35.52,low,56.66,optimal,PUMP_ON_LOW
2024-12-06 03:07:15.852,cmmx6howt0000bi1zgfsisou2,36.99,low,69.26,optimal,PUMP_ON_LOW
2024-12-06 03:17:49.560,cmmx6howt0000bi1zgfsisou2,39.42,low,47.64,optimal,PUMP_ON_LOW
2024-12-06 03:28:23.268,cmmx6howt0000bi1zgfsisou2,41.34,optimal,54.73,optimal,PUMP_OFF
2024-12-06 03:38:56.976,cmmx6howt0000bi1zgfsisou2,43.3,optimal,22.43,low,PUMP_OFF
2024-12-06 03:49:30.684,cmmx6howt0000bi1zgfsisou2,42.21,optimal,18.77,low,PUMP_OFF
2024-12-06 04:00:04.392,cmmx6howt0000bi1zgfsisou2,46.59,optimal,31.65,optimal,PUMP_OFF
2024-12-06 04:10:38.100,cmmx6howt0000bi1zgfsisou2,47.51,optimal,43.54,optimal,PUMP_OFF
2024-12-06 04:21:11.808,cmmx6howt0000bi1zgfsisou2,49.45,optimal,60.31,optimal,PUMP_OFF
2024-12-06 04:31:45.516,cmmx6howt0000bi1zgfsisou2,50.73,optimal,57.12,optimal,PUMP_OFF
2024-12-06 04:42:19.224,cmmx6howt0000bi1zgfsisou2,51.08,optimal,27.36,optimal,PUMP_OFF
2024-12-06 04:52:52.932,cmmx6howt0000bi1zgfsisou2,52.24,optimal,37.9,optimal,PUMP_OFF
2024-12-06 05:03:26.640,cmmx6howt0000bi1zgfsisou2,56.21,optimal,76.35,high,PUMP_OFF
2024-12-06 05:14:00.348,cmmx6howt0000bi1zgfsisou2,55.21,optimal,33.81,optimal,PUMP_OFF
2024-12-06 05:24:34.056,cmmx6howt0000bi1zgfsisou2,57.53,optimal,17.09,low,PUMP_OFF
2024-12-06 05:35:07.764,cmmx6howt0000bi1zgfsisou2,58.65,optimal,25.49,optimal,PUMP_OFF
2024-12-06 05:45:41.472,cmmx6howt0000bi1zgfsisou2,61.49,optimal,50.11,optimal,PUMP_OFF
2024-12-06 05:56:15.180,cmmx6howt0000bi1zgfsisou2,62.81,optimal,37.74,optimal,PUMP_OFF
2024-12-06 06:06:48.888,cmmx6howt0000bi1zgfsisou2,63.78,optimal,61.55,optimal,PUMP_OFF
2024-12-06 06:17:22.596,cmmx6howt0000bi1zgfsisou2,66.67,optimal,49.38,optimal,PUMP_OFF
2024-12-06 06:27:56.304,cmmx6howt0000bi1zgfsisou2,67.81,optimal,57.48,optimal,PUMP_OFF
2024-12-06 06:38:30.012,cmmx6howt0000bi1zgfsisou2,68.87,optimal,57.23,optimal,PUMP_OFF
2024-12-06 06:49:03.720,cmmx6howt0000bi1zgfsisou2,69.78,optimal,35.23,optimal,PUMP_OFF
2024-12-06 06:59:37.428,cmmx6howt0000bi1zgfsisou2,72.0,high,21.32,low,PUMP_OFF
2024-12-06 07:10:11.136,cmmx6howt0000bi1zgfsisou2,72.48,high,46.81,optimal,PUMP_OFF
2024-12-06 07:20:44.844,cmmx6howt0000bi1zgfsisou2,74.44,high,75.69,high,PUMP_OFF
2024-12-06 07:31:18.552,cmmx6howt0000bi1zgfsisou2,77.28,high,78.44,high,PUMP_OFF
2024-12-06 07:41:52.260,cmmx6howt0000bi1zgfsisou2,79.34,high,29.33,optimal,PUMP_OFF
2024-12-06 07:52:25.968,cmmx6howt0000bi1zgfsisou2,79.86,high,21.06,low,PUMP_OFF
2024-12-06 08:02:59.676,cmmx6howt0000bi1zgfsisou2,80.4,high,39.65,optimal,PUMP_OFF
2024-12-06 08:13:33.384,cmmx6howt0000bi1zgfsisou2,82.09,high,65.51,optimal,PUMP_OFF
2024-12-06 08:24:07.092,cmmx6howt0000bi1zgfsisou2,83.98,high,19.9,low,PUMP_OFF
2024-12-06 08:34:40.800,cmmx6howt0000bi1zgfsisou2,84.4,high,34.98,optimal,PUMP_OFF
2024-12-06 08:45:14.508,cmmx6howt0000bi1zgfsisou2,84.45,high,47.34,optimal,PUMP_OFF
2024-12-06 08:55:48.216,cmmx6howt0000bi1zgfsisou2,84.86,high,62.63,optimal,PUMP_OFF
2024-12-06 09:06:21.924,cmmx6howt0000bi1zgfsisou2,82.33,high,62.72,optimal,PUMP_OFF
2024-12-06 09:16:55.632,cmmx6howt0000bi1zgfsisou2,83.74,high,26.06,optimal,PUMP_OFF
2024-12-06 09:27:29.340,cmmx6howt0000bi1zgfsisou2,81.4,high,33.33,optimal,PUMP_OFF
2024-12-06 09:38:03.048,cmmx6howt0000bi1zgfsisou2,80.51,high,47.84,optimal,PUMP_OFF
2024-12-06 09:48:36.756,cmmx6howt0000bi1zgfsisou2,82.16,high,35.11,optimal,PUMP_OFF
2024-12-06 09:59:10.464,cmmx6howt0000bi1zgfsisou2,81.51,high,21.89,low,PUMP_OFF
2024-12-06 10:09:44.172,cmmx6howt0000bi1zgfsisou2,79.63,high,60.06,optimal,PUMP_OFF
2024-12-06 10:20:17.880,cmmx6howt0000bi1zgfsisou2,78.81,high,63.43,optimal,PUMP_OFF
2024-12-06 10:30:51.588,cmmx6howt0000bi1zgfsisou2,79.88,high,34.59,optimal,PUMP_OFF
2024-12-06 10:41:25.296,cmmx6howt0000bi1zgfsisou2,78.78,high,72.66,optimal,PUMP_OFF
2024-12-06 10:51:59.004,cmmx6howt0000bi1zgfsisou2,76.79,high,48.59,optimal,PUMP_OFF
2024-12-06 11:02:32.712,cmmx6howt0000bi1zgfsisou2,75.9,high,29.66,optimal,PUMP_OFF
2024-12-06 11:13:06.420,cmmx6howt0000bi1zgfsisou2,75.7,high,36.55,optimal,PUMP_OFF
2024-12-06 11:23:40.128,cmmx6howt0000bi1zgfsisou2,74.52,high,79.71,high,PUMP_OFF
2024-12-06 11:34:13.836,cmmx6howt0000bi1zgfsisou2,75.39,high,36.94,optimal,PUMP_OFF
2024-12-06 11:44:47.544,cmmx6howt0000bi1zgfsisou2,74.0,high,34.23,optimal,PUMP_OFF
2024-12-06 11:55:21.252,cmmx6howt0000bi1zgfsisou2,73.72,high,50.93,optimal,PUMP_OFF
2024-12-06 12:05:54.960,cmmx6howt0000bi1zgfsisou2,74.86,high,26.99,optimal,PUMP_OFF
2024-12-06 12:16:28.668,cmmx6howt0000bi1zgfsisou2,74.52,high,26.63,optimal,PUMP_OFF
2024-12-06 12:27:02.376,cmmx6howt0000bi1zgfsisou2,73.79,high,35.35,optimal,PUMP_OFF
2024-12-06 12:37:36.084,cmmx6howt0000bi1zgfsisou2,72.86,high,58.52,optimal,PUMP_OFF
2024-12-06 12:48:09.792,cmmx6howt0000bi1zgfsisou2,71.57,high,48.99,optimal,PUMP_OFF
2024-12-06 12:58:43.500,cmmx6howt0000bi1zgfsisou2,72.04,high,32.0,optimal,PUMP_OFF
2024-12-06 13:09:17.208,cmmx6howt0000bi1zgfsisou2,70.63,high,20.96,low,PUMP_OFF
2024-12-06 13:19:50.916,cmmx6howt0000bi1zgfsisou2,71.01,high,49.23,optimal,PUMP_OFF
2024-12-06 13:30:24.624,cmmx6howt0000bi1zgfsisou2,70.0,optimal,60.52,optimal,PUMP_OFF
2024-12-06 13:40:58.332,cmmx6howt0000bi1zgfsisou2,67.89,optimal,31.42,optimal,PUMP_OFF
2024-12-06 13:51:32.040,cmmx6howt0000bi1zgfsisou2,69.12,optimal,31.26,optimal,PUMP_OFF
2024-12-06 14:02:05.748,cmmx6howt0000bi1zgfsisou2,67.85,optimal,31.51,optimal,PUMP_OFF
2024-12-06 14:12:39.456,cmmx6howt0000bi1zgfsisou2,68.74,optimal,49.49,optimal,PUMP_OFF
2024-12-06 14:23:13.164,cmmx6howt0000bi1zgfsisou2,66.99,optimal,60.41,optimal,PUMP_OFF
2024-12-06 14:33:46.872,cmmx6howt0000bi1zgfsisou2,66.78,optimal,20.13,low,PUMP_OFF
2024-12-06 14:44:20.580,cmmx6howt0000bi1zgfsisou2,64.5,optimal,49.62,optimal,PUMP_OFF
2024-12-06 14:54:54.288,cmmx6howt0000bi1zgfsisou2,64.7,optimal,56.08,optimal,PUMP_OFF
2024-12-06 15:05:27.996,cmmx6howt0000bi1zgfsisou2,65.99,optimal,38.49,optimal,PUMP_OFF
2024-12-06 15:16:01.704,cmmx6howt0000bi1zgfsisou2,63.35,optimal,29.07,optimal,PUMP_OFF
2024-12-06 15:26:35.412,cmmx6howt0000bi1zgfsisou2,64.49,optimal,44.7,optimal,PUMP_OFF
2024-12-06 15:37:09.120,cmmx6howt0000bi1zgfsisou2,63.67,optimal,29.16,optimal,PUMP_OFF
2024-12-06 15:47:42.828,cmmx6howt0000bi1zgfsisou2,63.2,optimal,17.84,low,PUMP_OFF
2024-12-06 15:58:16.536,cmmx6howt0000bi1zgfsisou2,63.66,optimal,60.87,optimal,PUMP_OFF
2024-12-06 16:08:50.244,cmmx6howt0000bi1zgfsisou2,62.85,optimal,50.06,optimal,PUMP_OFF
2024-12-06 16:19:23.952,cmmx6howt0000bi1zgfsisou2,61.5,optimal,18.17,low,PUMP_OFF
2024-12-06 16:29:57.660,cmmx6howt0000bi1zgfsisou2,59.35,optimal,53.29,optimal,PUMP_OFF
2024-12-06 16:40:31.368,cmmx6howt0000bi1zgfsisou2,60.52,optimal,30.42,optimal,PUMP_OFF
2024-12-06 16:51:05.076,cmmx6howt0000bi1zgfsisou2,58.19,optimal,25.27,optimal,PUMP_OFF
2024-12-06 17:01:38.784,cmmx6howt0000bi1zgfsisou2,60.46,optimal,25.92,optimal,PUMP_OFF
2024-12-06 17:12:12.492,cmmx6howt0000bi1zgfsisou2,57.85,optimal,56.46,optimal,PUMP_OFF
2024-12-06 17:22:46.200,cmmx6howt0000bi1zgfsisou2,58.9,optimal,33.91,optimal,PUMP_OFF
2024-12-06 17:33:19.908,cmmx6howt0000bi1zgfsisou2,55.98,optimal,22.51,low,PUMP_OFF
2024-12-06 17:43:53.616,cmmx6howt0000bi1zgfsisou2,57.84,optimal,48.87,optimal,PUMP_OFF
2024-12-06 17:54:27.324,cmmx6howt0000bi1zgfsisou2,57.71,optimal,36.46,optimal,PUMP_OFF
2024-12-06 18:05:01.032,cmmx6howt0000bi1zgfsisou2,56.69,optimal,64.97,optimal,PUMP_OFF
2024-12-06 18:15:34.740,cmmx6howt0000bi1zgfsisou2,56.42,optimal,52.87,optimal,PUMP_OFF
2024-12-06 18:26:08.448,cmmx6howt0000bi1zgfsisou2,53.5,optimal,34.32,optimal,PUMP_OFF
2024-12-06 18:36:42.156,cmmx6howt0000bi1zgfsisou2,54.5,optimal,18.32,low,PUMP_OFF
2024-12-06 18:47:15.864,cmmx6howt0000bi1zgfsisou2,55.13,optimal,31.82,optimal,PUMP_OFF
2024-12-06 18:57:49.572,cmmx6howt0000bi1zgfsisou2,52.61,optimal,26.93,optimal,PUMP_OFF
2024-12-06 19:08:23.280,cmmx6howt0000bi1zgfsisou2,53.83,optimal,15.86,low,PUMP_OFF
2024-12-06 19:18:56.988,cmmx6howt0000bi1zgfsisou2,51.09,optimal,49.62,optimal,PUMP_OFF
2024-12-06 19:29:30.696,cmmx6howt0000bi1zgfsisou2,51.18,optimal,32.04,optimal,PUMP_OFF
2024-12-06 19:40:04.404,cmmx6howt0000bi1zgfsisou2,50.75,optimal,58.99,optimal,PUMP_OFF
2024-12-06 19:50:38.112,cmmx6howt0000bi1zgfsisou2,49.31,optimal,52.8,optimal,PUMP_OFF
2024-12-06 20:01:11.820,cmmx6howt0000bi1zgfsisou2,49.09,optimal,21.49,low,PUMP_OFF
2024-12-06 20:11:45.528,cmmx6howt0000bi1zgfsisou2,49.83,optimal,66.75,optimal,PUMP_OFF
2024-12-06 20:22:19.236,cmmx6howt0000bi1zgfsisou2,49.46,optimal,37.69,optimal,PUMP_OFF
2024-12-06 20:32:52.944,cmmx6howt0000bi1zgfsisou2,49.93,optimal,70.2,optimal,PUMP_OFF
2024-12-06 20:43:26.652,cmmx6howt0000bi1zgfsisou2,47.13,optimal,50.4,optimal,PUMP_OFF
2024-12-06 20:54:00.360,cmmx6howt0000bi1zgfsisou2,48.47,optimal,71.33,optimal,PUMP_OFF
2024-12-06 21:04:34.068,cmmx6howt0000bi1zgfsisou2,46.41,optimal,18.86,low,PUMP_OFF
2024-12-06 21:15:07.776,cmmx6howt0000bi1zgfsisou2,46.18,optimal,21.19,low,PUMP_OFF
2024-12-06 21:25:41.484,cmmx6howt0000bi1zgfsisou2,45.36,optimal,23.65,low,PUMP_OFF
2024-12-06 21:36:15.192,cmmx6howt0000bi1zgfsisou2,45.5,optimal,16.2,low,PUMP_OFF
2024-12-06 21:46:48.900,cmmx6howt0000bi1zgfsisou2,44.67,optimal,66.19,optimal,PUMP_OFF
2024-12-06 21:57:22.608,cmmx6howt0000bi1zgfsisou2,44.78,optimal,50.34,optimal,PUMP_OFF
2024-12-06 22:07:56.316,cmmx6howt0000bi1zgfsisou2,42.74,optimal,25.45,optimal,PUMP_OFF
2024-12-06 22:18:30.024,cmmx6howt0000bi1zgfsisou2,42.01,optimal,22.64,low,PUMP_OFF
2024-12-06 22:29:03.732,cmmx6howt0000bi1zgfsisou2,43.95,optimal,47.57,optimal,PUMP_OFF
2024-12-06 22:39:37.440,cmmx6howt0000bi1zgfsisou2,40.75,optimal,34.08,optimal,PUMP_OFF
2024-12-06 22:50:11.148,cmmx6howt0000bi1zgfsisou2,42.3,optimal,41.14,optimal,PUMP_OFF
2024-12-06 23:00:44.856,cmmx6howt0000bi1zgfsisou2,39.68,low,64.01,optimal,PUMP_ON_LOW
2024-12-06 23:11:18.564,cmmx6howt0000bi1zgfsisou2,39.7,low,38.18,optimal,PUMP_ON_LOW
2024-12-06 23:21:52.272,cmmx6howt0000bi1zgfsisou2,41.21,optimal,83.13,high,PUMP_OFF
2024-12-06 23:32:25.980,cmmx6howt0000bi1zgfsisou2,38.31,low,13.68,low,MONITOR
2024-12-06 23:42:59.688,cmmx6howt0000bi1zgfsisou2,38.47,low,51.73,optimal,PUMP_ON_LOW
2024-12-06 23:53:33.396,cmmx6howt0000bi1zgfsisou2,38.92,low,14.22,low,MONITOR
2024-12-07 00:04:07.104,cmmx6howt0000bi1zgfsisou2,36.43,low,47.52,optimal,PUMP_ON_LOW
2024-12-07 00:14:40.812,cmmx6howt0000bi1zgfsisou2,36.65,low,61.75,optimal,PUMP_ON_LOW
2024-12-07 00:25:14.520,cmmx6howt0000bi1zgfsisou2,38.16,low,32.94,optimal,PUMP_ON_LOW
2024-12-07 00:35:48.228,cmmx6howt0000bi1zgfsisou2,36.58,low,85.11,high,PUMP_ON_LOW
2024-12-07 00:46:21.936,cmmx6howt0000bi1zgfsisou2,36.34,low,46.46,optimal,PUMP_ON_LOW
2024-12-07 00:56:55.644,cmmx6howt0000bi1zgfsisou2,35.09,low,14.23,low,MONITOR
2024-12-07 01:07:29.352,cmmx6howt0000bi1zgfsisou2,35.35,low,52.75,optimal,PUMP_ON_LOW
2024-12-07 01:18:03.060,cmmx6howt0000bi1zgfsisou2,35.16,low,15.47,low,MONITOR
2024-12-07 01:28:36.768,cmmx6howt0000bi1zgfsisou2,33.65,low,71.28,optimal,PUMP_ON_LOW
2024-12-07 01:39:10.476,cmmx6howt0000bi1zgfsisou2,33.7,low,48.43,optimal,PUMP_ON_LOW
2024-12-07 01:49:44.184,cmmx6howt0000bi1zgfsisou2,33.51,low,32.1,optimal,PUMP_ON_LOW
2024-12-07 02:00:17.892,cmmx6howt0000bi1zgfsisou2,31.91,low,20.92,low,MONITOR
2024-12-07 02:10:51.600,cmmx6howt0000bi1zgfsisou2,32.12,low,50.39,optimal,PUMP_ON_LOW
2024-12-07 02:21:25.308,cmmx6howt0000bi1zgfsisou2,29.78,low,27.98,optimal,PUMP_ON_LOW
2024-12-07 02:31:59.016,cmmx6howt0000bi1zgfsisou2,29.45,low,87.97,high,PUMP_ON_LOW
2024-12-07 02:42:32.724,cmmx6howt0000bi1zgfsisou2,29.27,low,80.64,high,PUMP_ON_LOW
2024-12-07 02:53:06.432,cmmx6howt0000bi1zgfsisou2,30.56,low,84.94,high,PUMP_ON_LOW
2024-12-07 03:03:40.140,cmmx6howt0000bi1zgfsisou2,28.07,low,61.78,optimal,PUMP_ON_LOW
2024-12-07 03:14:13.848,cmmx6howt0000bi1zgfsisou2,28.66,low,82.01,high,PUMP_ON_LOW
2024-12-07 03:24:47.556,cmmx6howt0000bi1zgfsisou2,27.71,low,44.43,optimal,PUMP_ON_LOW
2024-12-07 03:35:21.264,cmmx6howt0000bi1zgfsisou2,27.42,low,37.02,optimal,PUMP_ON_LOW
2024-12-07 03:45:54.972,cmmx6howt0000bi1zgfsisou2,27.48,low,50.88,optimal,PUMP_ON_LOW
2024-12-07 03:56:28.680,cmmx6howt0000bi1zgfsisou2,25.79,low,17.34,low,MONITOR
2024-12-07 04:07:02.388,cmmx6howt0000bi1zgfsisou2,26.89,low,30.38,optimal,PUMP_ON_LOW
2024-12-07 04:17:36.096,cmmx6howt0000bi1zgfsisou2,26.01,low,23.03,low,MONITOR
2024-12-07 04:28:09.804,cmmx6howt0000bi1zgfsisou2,23.97,low,83.28,high,PUMP_ON_LOW
2024-12-07 04:38:43.512,cmmx6howt0000bi1zgfsisou2,22.59,low,39.84,optimal,PUMP_ON_LOW
2024-12-07 04:49:17.220,cmmx6howt0000bi1zgfsisou2,24.53,low,53.06,optimal,PUMP_ON_LOW
2024-12-07 04:59:50.928,cmmx6howt0000bi1zgfsisou2,23.54,low,41.43,optimal,PUMP_ON_LOW
2024-12-07 05:10:24.636,cmmx6howt0000bi1zgfsisou2,22.47,low,44.63,optimal,PUMP_ON_LOW
2024-12-07 05:20:58.344,cmmx6howt0000bi1zgfsisou2,22.23,low,49.83,optimal,PUMP_ON_LOW
2024-12-07 05:31:32.052,cmmx6howt0000bi1zgfsisou2,22.37,low,19.25,low,MONITOR
2024-12-07 05:42:05.760,cmmx6howt0000bi1zgfsisou2,21.52,low,23.29,low,MONITOR
2024-12-07 05:52:39.468,cmmx6howt0000bi1zgfsisou2,20.75,low,32.14,optimal,PUMP_ON_LOW
2024-12-07 06:03:13.176,cmmx6howt0000bi1zgfsisou2,20.42,low,51.24,optimal,PUMP_ON_LOW
2024-12-07 06:13:46.884,cmmx6howt0000bi1zgfsisou2,23.51,low,63.05,optimal,PUMP_ON_LOW
2024-12-07 06:24:20.592,cmmx6howt0000bi1zgfsisou2,22.96,low,86.12,high,PUMP_ON_LOW
2024-12-07 06:34:54.300,cmmx6howt0000bi1zgfsisou2,25.05,low,44.46,optimal,PUMP_ON_LOW
